country_txt,date
France,2002-02-03
Bosnia-Herzegovina,2002-02-04
Algeria,2002-02-04
West Bank and Gaza Strip,2002-02-04
West Bank and Gaza Strip,2002-02-04
West Bank and Gaza Strip,2002-02-04
Philippines,2002-02-04
Russia,2002-02-04
India,2002-02-04
United States,2002-07-04
Algeria,2002-02-04
India,2002-01-30
Algeria,2002-02-05
Algeria,2002-02-05
Algeria,2002-02-05
Russia,2002-02-05
Uganda,2002-02-06
Yugoslavia,2002-02-06
Russia,2002-02-06
West Bank and Gaza Strip,2002-02-06
Colombia,2002-02-06
Philippines,2002-02-06
West Bank and Gaza Strip,2002-02-06
Spain,2002-02-07
Spain,2002-02-07
Spain,2002-02-07
United Kingdom,2002-02-08
Greece,2002-02-08
West Bank and Gaza Strip,2002-02-08
Russia,2002-02-08
Philippines,2002-02-08
Greece,2002-02-08
Greece,2002-02-08
West Bank and Gaza Strip,2002-02-08
Russia,2002-02-09
Colombia,2002-02-09
West Bank and Gaza Strip,2002-02-09
Algeria,2002-02-09
Israel,2002-02-10
Spain,2002-02-10
Macedonia,2002-02-10
Somalia,2002-02-10
Colombia,2002-02-10
Indonesia,2002-02-11
Nepal,2002-02-11
Turkey,2002-02-11
France,2002-02-11
Japan,2002-02-11
Colombia,2002-02-11
India,2002-02-11
India,2002-02-11
Zimbabwe,2002-02-11
Zimbabwe,2002-02-11
Indonesia,2002-02-12
West Bank and Gaza Strip,2002-02-12
Russia,2002-02-12
India,2002-02-12
Indonesia,2002-02-13
Colombia,2002-02-13
West Bank and Gaza Strip,2002-02-13
West Bank and Gaza Strip,2002-02-13
Colombia,2002-02-13
India,2002-02-13
India,2002-02-12
West Bank and Gaza Strip,2002-02-14
India,2002-02-14
India,2002-02-14
Russia,2002-02-14
Algeria,2002-02-14
Nepal,2002-02-15
Colombia,2002-02-15
West Bank and Gaza Strip,2002-02-16
India,2002-02-16
Israel,2002-02-16
Algeria,2002-02-16
Israel,2002-02-17
Israel,2002-02-18
West Bank and Gaza Strip,2002-02-18
India,2002-02-17
West Bank and Gaza Strip,2002-02-19
West Bank and Gaza Strip,2002-02-19
West Bank and Gaza Strip,2002-02-19
Spain,2002-02-19
Colombia,2002-02-20
India,2002-02-20
Colombia,2002-01-23
India,2002-02-20
West Bank and Gaza Strip,2002-02-21
West Bank and Gaza Strip,2002-02-22
Nepal,2002-02-22
Colombia,2002-02-22
Israel,2002-02-22
West Bank and Gaza Strip,2002-02-23
Colombia,2002-02-23
Colombia,2002-02-23
India,2002-02-23
Colombia,2002-02-24
West Bank and Gaza Strip,2002-02-25
Colombia,2002-02-25
United Kingdom,2002-02-25
Pakistan,2002-02-26
Colombia,2002-02-27
Colombia,2002-02-27
Israel,2002-02-28
Spain,2002-02-28
Colombia,2002-02-28
Jordan,2002-02-28
India,2002-01-24
India,2002-01-24
Lebanon,2002-01-24
Nepal,2002-01-24
Greece,2002-01-25
Burundi,2002-01-25
Cambodia,2002-01-03
United Kingdom,2002-03-01
Israel,2002-03-02
West Bank and Gaza Strip,2002-03-03
Uganda,2002-03-04
Angola,2002-03-04
Colombia,2002-04-03
Colombia,2002-04-03
Israel,2002-03-05
West Bank and Gaza Strip,2002-03-05
Israel,2002-03-05
Israel,2002-03-05
Colombia,2002-03-05
West Bank and Gaza Strip,2002-04-05
West Bank and Gaza Strip,2002-03-07
West Bank and Gaza Strip,2002-03-07
Algeria,2002-03-08
Israel,2002-03-09
Israel,2002-03-09
Algeria,2002-03-09
Israel,2002-03-12
West Bank and Gaza Strip,2002-03-12
Algeria,2002-03-12
Algeria,2002-03-12
West Bank and Gaza Strip,2002-03-14
Philippines,2002-03-15
Germany,2002-03-15
Colombia,2002-03-16
Pakistan,2002-03-17
Israel,2002-03-17
Israel,2002-03-17
Algeria,2002-03-18
India,2002-03-18
India,2002-03-18
Algeria,2002-03-19
Algeria,2002-03-19
Italy,2002-03-19
Pakistan,2002-03-19
Peru,2002-03-20
Israel,2002-03-20
Russia,2002-03-20
Pakistan,2002-03-20
Israel,2002-03-21
Spain,2002-03-21
Pakistan,2002-03-21
West Bank and Gaza Strip,2002-03-22
India,2002-03-22
India,2002-03-22
Sudan,2002-03-22
India,2002-03-23
Burundi,2002-03-23
Algeria,2002-03-23
France,2002-03-24
Democratic Republic of the Congo,2002-03-24
Democratic Republic of the Congo,2002-03-24
West Bank and Gaza Strip,2002-03-24
United States,2002-03-24
United Kingdom,2002-03-25
Nepal,2002-03-25
Israel,2002-03-26
Senegal,2002-03-26
Israel,2002-03-27
Georgia,2002-03-27
West Bank and Gaza Strip,2002-03-27
West Bank and Gaza Strip,2002-03-28
Angola,2002-03-28
Israel,2002-03-29
Algeria,2002-03-29
Nepal,2002-03-29
West Bank and Gaza Strip,2002-03-29
India,2002-03-30
Israel,2002-03-30
Ukraine,2002-03-29
Colombia,2002-03-30
Israel,2002-03-31
West Bank and Gaza Strip,2002-03-31
Belgium,2002-04-01
Zambia,2002-04-01
Israel,2002-04-01
West Bank and Gaza Strip,2002-04-01
West Bank and Gaza Strip,2002-04-01
West Bank and Gaza Strip,2002-04-01
Burundi,2002-04-01
Burundi,2002-04-01
India,2002-04-01
Russia,2002-01-04
Pakistan,2002-04-01
Pakistan,2002-04-01
Algeria,2002-04-01
Angola,2002-04-01
Republic of the Congo,2002-04-02
Israel,2002-04-02
France,2002-04-02
France,2002-04-02
Russia,2002-04-02
Indonesia,2002-04-03
Iraq,2002-04-03
Colombia,2002-04-03
Philippines,2002-04-04
France,2002-04-04
Lebanon,2002-04-04
France,2002-04-05
Colombia,2002-05-04
Colombia,2002-04-07
Afghanistan,2002-04-08
India,2002-04-08
India,2002-04-09
Colombia,2002-04-09
Colombia,2002-04-09
Colombia,2002-04-09
Colombia,2002-04-09
Tunisia,2002-04-11
Tunisia,2002-04-11
India,2002-11-04
India,2002-11-04
Afghanistan,2002-04-12
United Kingdom,2002-04-12
United Kingdom,2002-04-12
India,2002-04-12
Israel,2002-04-12
Yemen,2002-04-12
West Bank and Gaza Strip,2002-04-12
Israel,2002-04-13
Nepal,2002-04-13
Afghanistan,2002-04-13
Algeria,2002-04-13
Colombia,2002-04-14
India,2002-04-14
Thailand,2002-04-15
Myanmar,2002-04-15
India,2002-04-16
Nepal,2002-04-16
Nepal,2002-04-16
Nepal,2002-04-16
Yemen,2002-04-16
United Kingdom,2002-04-16
India,2002-04-16
Colombia,2002-04-17
Russia,2002-04-18
Nepal,2002-04-18
Nepal,2002-04-18
West Bank and Gaza Strip,2002-04-19
Afghanistan,2002-04-19
Colombia,2002-04-19
Colombia,2002-04-19
Algeria,2002-04-19
Philippines,2002-04-21
Philippines,2002-04-21
Chad,2002-04-22
West Bank and Gaza Strip,2002-04-22
Philippines,2002-04-22
Spain,2002-04-22
Indonesia,2002-04-22
West Bank and Gaza Strip,2002-04-22
Nepal,2002-04-24
West Bank and Gaza Strip,2002-04-24
Algeria,2002-04-24
Algeria,2002-04-25
India,2002-04-25
Pakistan,2002-04-25
Philippines,2002-04-25
Colombia,2002-04-26
Sudan,2002-04-26
West Bank and Gaza Strip,2002-04-27
Philippines,2002-04-27
Indonesia,2002-04-28
Germany,2002-04-28
Russia,2002-04-28
Somalia,2002-04-28
United Kingdom,2002-04-30
Spain,2002-05-01
Spain,2002-05-01
Pakistan,2002-05-01
Pakistan,2002-05-01
Myanmar,2002-05-01
India,2002-05-01
Algeria,2002-05-01
Algeria,2002-05-01
India,2002-05-01
Pakistan,2002-05-01
Colombia,2002-05-01
Colombia,2002-05-01
Algeria,2002-05-01
Afghanistan,2002-05-02
Pakistan,2002-05-02
Pakistan,2002-05-02
Colombia,2002-05-02
Colombia,2002-05-02
Sudan,2002-05-02
Algeria,2002-05-02
Belgium,2002-05-03
West Bank and Gaza Strip,2002-05-03
India,2002-05-03
India,2002-05-03
Azerbaijan,2002-05-03
Somalia,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
United States,2002-05-03
Turkey,2002-05-04
Spain,2002-05-04
Spain,2002-05-04
Indonesia,2002-05-04
United States,2002-05-04
United States,2002-05-04
United States,2002-05-04
United States,2002-05-04
United States,2002-05-04
United States,2002-05-04
United States,2002-05-04
Pakistan,2002-05-05
Pakistan,2002-05-05
Burundi,2002-05-05
Spain,2002-05-05
Zimbabwe,2002-05-05
Afghanistan,2002-05-06
Myanmar,2002-05-06
Pakistan,2002-05-06
Netherlands,2002-05-06
United States,2002-05-06
United States,2002-05-06
Algeria,2002-05-06
Burundi,2002-05-07
United States,2002-05-07
Pakistan,2002-05-07
Spain,2002-05-07
Spain,2002-05-07
Haiti,2002-05-07
Israel,2002-05-07
France,2002-05-07
Colombia,2002-05-07
Russia,2002-05-07
Lebanon,2002-05-08
Pakistan,2002-05-08
Afghanistan,2002-05-08
Colombia,2002-05-08
Colombia,2002-05-08
Colombia,2002-05-08
United Kingdom,2002-05-09
Colombia,2002-05-09
Yemen,2002-05-09
Myanmar,2002-05-09
Russia,2002-05-09
Algeria,2002-05-09
United Kingdom,2002-05-10
France,2002-05-10
Colombia,2002-05-10
Israel,2002-05-10
Netherlands,2002-05-10
Pakistan,2002-05-10
France,2002-05-11
Italy,2002-05-11
Colombia,2002-05-11
Nepal,2002-05-11
Ukraine,2002-05-11
China,2002-05-11
Senegal,2002-05-12
Madagascar,2002-05-12
Algeria,2002-05-12
France,2002-05-12
Russia,2002-05-12
Haiti,2002-05-12
United States,2002-05-13
Spain,2002-05-13
Algeria,2002-05-13
Turkey,2002-05-13
Turkey,2002-05-13
Afghanistan,2002-05-13
Russia,2002-05-13
Russia,2002-05-13
Afghanistan,2002-05-13
Colombia,2002-05-14
Colombia,2002-05-14
India,2002-05-14
Colombia,2002-05-14
Algeria,2002-05-15
Colombia,2002-05-15
Colombia,2002-05-15
Colombia,2002-05-15
Bosnia-Herzegovina,2002-05-16
Philippines,2002-05-16
Algeria,2002-05-16
Russia,2002-05-17
Algeria,2002-05-17
Algeria,2002-05-17
Pakistan,2002-05-18
Burundi,2002-05-19
Honduras,2002-05-18
West Bank and Gaza Strip,2002-05-19
Colombia,2002-05-19
India,2002-05-19
Israel,2002-05-19
Colombia,2002-05-20
India,2002-05-20
India,2002-05-20
Israel,2002-05-20
Israel,2002-05-20
Liberia,2002-05-20
Russia,2002-05-21
India,2002-05-21
Israel,2002-05-22
Burundi,2002-05-22
Algeria,2002-05-22
Israel,2002-05-23
Colombia,2002-05-23
Russia,2002-05-23
Madagascar,2002-05-23
Zimbabwe,2002-05-23
Spain,2002-05-23
Israel,2002-05-24
Sri Lanka,2002-05-24
Thailand,2002-05-24
Colombia,2002-05-25
Bangladesh,2002-05-25
West Bank and Gaza Strip,2002-05-25
Algeria,2002-05-25
Israel,2002-05-27
Chad,2002-05-27
Algeria,2002-05-27
West Bank and Gaza Strip,2002-05-28
Colombia,2002-05-28
Colombia,2002-05-28
Philippines,2002-05-28
West Bank and Gaza Strip,2002-05-28
India,2002-05-29
India,2002-05-29
India,2002-05-29
India,2002-05-29
India,2002-05-29
India,2002-05-29
India,2002-05-29
Algeria,2002-05-29
Colombia,2002-05-30
India,2002-06-01
France,2002-01-05
Afghanistan,2002-05-31
Colombia,2002-06-01
United Kingdom,2002-06-02
Colombia,2002-06-03
United States,2002-06-03
United States,2002-06-03
Colombia,2002-03-05
Thailand,2002-06-04
Algeria,2002-06-04
Russia,2002-06-04
Colombia,2002-04-06
Burundi,2002-06-05
Israel,2002-06-05
Greece,2002-06-05
Indonesia,2002-06-06
Colombia,2002-06-06
Colombia,2002-06-06
Russia,2002-06-06
Uganda,2002-06-06
Russia,2002-06-06
West Bank and Gaza Strip,2002-06-06
Russia,2002-06-07
United Kingdom,2002-06-07
Algeria,2002-06-07
Algeria,2002-06-07
West Bank and Gaza Strip,2002-06-08
West Bank and Gaza Strip,2002-06-08
Zimbabwe,2002-06-08
West Bank and Gaza Strip,2002-06-09
Indonesia,2002-06-09
Indonesia,2002-06-09
Indonesia,2002-06-09
Philippines,2002-06-10
Philippines,2002-06-10
Israel,2002-06-11
West Bank and Gaza Strip,2002-06-11
Russia,2002-06-11
Thailand,2002-06-11
Algeria,2002-06-11
Algeria,2002-06-12
Algeria,2002-06-13
Yugoslavia,2002-06-13
Burundi,2002-06-14
Pakistan,2002-06-14
Colombia,2002-06-14
Madagascar,2002-06-14
Indonesia,2002-06-13
Algeria,2002-06-14
Algeria,2002-06-14
India,2002-06-15
India,2002-06-15
West Bank and Gaza Strip,2002-06-15
Madagascar,2002-06-15
India,2002-06-16
Israel,2002-06-17
Greece,2002-06-17
Colombia,2002-06-17
Israel,2002-06-17
Philippines,2002-06-17
Philippines,2002-06-17
Democratic Republic of the Congo,2002-06-17
Colombia,2002-06-16
Algeria,2002-06-17
Pakistan,2002-06-17
West Bank and Gaza Strip,2002-06-19
Georgia,2002-06-19
Saudi Arabia,2002-06-20
West Bank and Gaza Strip,2002-06-20
Russia,2002-06-20
Madagascar,2002-06-20
Liberia,2002-06-20
Philippines,2002-06-20
Spain,2002-06-21
Greece,2002-06-21
Spain,2002-06-21
Uganda,2002-06-21
Algeria,2002-06-21
Algeria,2002-06-21
Spain,2002-06-22
Spain,2002-06-22
Algeria,2002-06-22
Spain,2002-06-23
Algeria,2002-06-23
India,2002-06-23
Algeria,2002-06-23
Burundi,2002-06-24
India,2002-06-24
Uganda,2002-06-24
Ethiopia,2002-06-24
Uganda,2002-06-24
India,2002-06-24
Brazil,2002-06-24
Algeria,2002-06-24
Colombia,2002-06-26
India,2002-06-27
Algeria,2002-06-27
Indonesia,2002-06-27
Philippines,2002-06-27
India,2002-06-27
Afghanistan,2002-06-27
Colombia,2002-06-27
India,2002-06-27
Algeria,2002-06-28
Kyrgyzstan,2002-06-29
Israel,2002-06-30
Indonesia,2002-07-01
Colombia,2002-07-01
Thailand,2002-07-01
Thailand,2002-07-01
Algeria,2002-07-01
Colombia,2002-07-02
Russia,2002-07-03
Russia,2002-07-03
Russia,2002-07-04
Pakistan,2002-07-04
Philippines,2002-07-04
Italy,2002-07-05
Algeria,2002-07-05
Algeria,2002-07-05
India,2002-07-05
Nepal,2002-07-05
Russia,2002-07-05
Afghanistan,2002-07-06
Sri Lanka,2002-07-06
Algeria,2002-07-06
Algeria,2002-07-06
Thailand,2002-07-08
India,2002-07-08
Uganda,2002-07-08
Greece,2002-07-09
Russia,2002-07-09
Russia,2002-07-09
United States,2002-07-10
India,2002-07-10
Thailand,2002-07-10
India,2002-07-10
Algeria,2002-07-10
Colombia,2002-07-11
Philippines,2002-07-12
Russia,2002-07-12
Russia,2002-07-12
Russia,2002-07-12
Russia,2002-07-12
Russia,2002-07-12
Philippines,2002-07-12
India,2002-07-12
Pakistan,2002-07-13
Thailand,2002-07-13
India,2002-07-13
Indonesia,2002-07-12
Algeria,2002-07-13
Colombia,2002-07-18
West Bank and Gaza Strip,2002-07-16
Algeria,2002-07-16
Israel,2002-07-17
United Kingdom,2002-07-17
India,2002-07-17
Greece,2002-07-17
Algeria,2002-07-17
France,2002-07-18
Colombia,2002-07-18
Nepal,2002-07-18
Algeria,2002-07-19
Philippines,2002-07-20
Colombia,2002-07-20
Israel,2002-07-21
Algeria,2002-07-21
Ethiopia,2002-07-22
India,2002-07-22
Colombia,2002-07-23
India,2002-07-23
India,2002-07-24
Colombia,2002-07-24
West Bank and Gaza Strip,2002-07-25
Algeria,2002-07-25
West Bank and Gaza Strip,2002-07-26
West Bank and Gaza Strip,2002-07-26
India,2002-07-27
Indonesia,2002-07-27
Algeria,2002-07-28
India,2002-07-29
India,2002-07-30
India,2002-07-30
Israel,2002-07-30
India,2002-07-30
Uganda,2002-07-30
Israel,2002-07-31
India,2002-07-31
India,2002-07-31
Colombia,2002-08-25
Algeria,2002-08-01
Algeria,2002-08-01
Iraq,2002-08-01
Republic of the Congo,2002-08-01
Senegal,2002-08-01
West Bank and Gaza Strip,2002-08-01
United Kingdom,2002-08-01
Israel,2002-08-01
Algeria,2002-08-01
Colombia,2002-08-02
Afghanistan,2002-08-02
Russia,2002-08-02
India,2002-08-02
Israel,2002-02-08
Russia,2002-08-03
Colombia,2002-08-03
Spain,2002-08-04
Indonesia,2002-08-04
Israel,2002-08-04
Israel,2002-08-04
Thailand,2002-08-04
Colombia,2002-08-04
Colombia,2002-08-04
Colombia,2002-08-04
Indonesia,2002-08-04
Indonesia,2002-08-04
West Bank and Gaza Strip,2002-08-04
Burundi,2002-08-04
Uganda,2002-08-05
Pakistan,2002-08-05
Israel,2002-08-05
Russia,2002-08-05
Colombia,2002-08-06
Russia,2002-08-06
India,2002-08-06
Japan,2002-08-06
India,2002-08-06
India,2002-08-06
India,2002-08-07
Philippines,2002-08-07
Colombia,2002-08-07
India,2002-08-07
Algeria,2002-08-07
India,2002-08-08
Nepal,2002-08-08
Malawi,2002-08-08
Indonesia,2002-08-08
Algeria,2002-08-08
Spain,2002-08-09
Pakistan,2002-08-09
Russia,2002-08-09
Macedonia,2002-08-09
Algeria,2002-08-09
Afghanistan,2002-08-09
West Bank and Gaza Strip,2002-08-10
West Bank and Gaza Strip,2002-08-11
Russia,2002-08-11
United Kingdom,2002-08-11
United Kingdom,2002-08-11
India,2002-08-11
Nepal,2002-11-08
Algeria,2002-08-11
United States,2002-08-11
Afghanistan,2002-08-12
Macedonia,2002-08-12
Algeria,2002-08-12
Iraq,2002-08-12
Russia,2002-08-12
India,2002-08-13
India,2002-08-13
India,2002-08-13
Russia,2002-08-13
Afghanistan,2002-08-13
Algeria,2002-08-14
Russia,2002-08-14
Afghanistan,2002-08-15
Democratic Republic of the Congo,2002-08-15
India,2002-08-15
Macedonia,2002-08-15
Algeria,2002-08-15
Pakistan,2002-08-16
Nigeria,2002-08-16
Pakistan,2002-08-16
Algeria,2002-08-16
Indonesia,2002-08-17
United States,2002-08-18
Germany,2002-08-20
Philippines,2002-08-20
Algeria,2002-08-20
Algeria,2002-08-20
Russia,2002-08-21
Colombia,2002-08-19
Russia,2002-08-21
Solomon Islands,2002-08-22
India,2002-08-22
West Bank and Gaza Strip,2002-08-23
Afghanistan,2002-08-25
Republic of the Congo,2002-08-25
India,2002-08-25
Macedonia,2002-08-26
Indonesia,2002-08-26
Indonesia,2002-08-26
Spain,2002-08-26
Afghanistan,2002-08-26
Russia,2002-08-26
Spain,2002-08-26
Philippines,2002-08-27
Turkey,2002-08-27
Nepal,2002-08-28
Ecuador,2002-08-28
Macedonia,2002-08-28
Afghanistan,2002-08-28
Ecuador,2002-08-29
Macedonia,2002-08-29
Democratic Republic of the Congo,2002-08-29
Kosovo,2002-08-29
Chad,2002-08-29
Nepal,2002-08-29
Zimbabwe,2002-08-29
Democratic Republic of the Congo,2002-08-29
India,2002-08-30
Kosovo,2002-08-30
Nepal,2002-08-30
Nepal,2002-08-30
Indonesia,2002-08-31
West Bank and Gaza Strip,2002-08-31
Iraq,2002-08-31
India,2002-09-01
Nepal,2002-09-01
Colombia,2002-01-08
Algeria,2002-09-01
Algeria,2002-09-01
West Bank and Gaza Strip,2002-02-09
India,2002-09-01
India,2002-09-02
United States,2002-09-02
Peru,2002-09-03
Afghanistan,2002-09-05
Colombia,2002-09-05
Colombia,2002-09-05
Afghanistan,2002-09-05
India,2002-09-05
Algeria,2002-09-05
Algeria,2002-09-05
India,2002-09-05
India,2002-09-06
Yemen,2002-09-06
Kyrgyzstan,2002-09-06
Indonesia,2002-09-08
India,2002-09-08
India,2002-09-09
India,2002-09-11
Ethiopia,2002-09-11
India,2002-09-11
Algeria,2002-09-12
Algeria,2002-09-13
Nepal,2002-09-15
Uganda,2002-09-14
India,2002-09-15
Pakistan,2002-09-15
Indonesia,2002-09-15
Nepal,2002-09-15
Nepal,2002-09-15
Nepal,2002-09-15
Indonesia,2002-09-15
Indonesia,2002-09-15
Chile,2002-09-16
India,2002-09-16
West Bank and Gaza Strip,2002-09-17
United Kingdom,2002-09-17
Israel,2002-09-18
Pakistan,2002-09-18
Israel,2002-09-19
Nepal,2002-09-19
Uganda,2002-09-19
India,2002-09-19
Algeria,2002-09-19
Afghanistan,2002-09-20
India,2002-09-21
United States,2002-09-21
Philippines,2002-09-22
Nigeria,2002-09-22
Indonesia,2002-09-23
Spain,2002-09-24
Nepal,2002-09-24
India,2002-09-24
Indonesia,2002-09-25
Pakistan,2002-09-25
India,2002-09-26
Guyana,2002-09-25
India,2002-09-28
Algeria,2002-09-28
Bangladesh,2002-09-28
Pakistan,2002-09-29
Bangladesh,2002-09-28
Nepal,2002-09-29
Algeria,2002-10-01
Algeria,2002-10-01
Philippines,2002-10-02
India,2002-10-02
Algeria,2002-10-02
India,2002-10-02
Philippines,2002-10-03
United States,2002-10-03
India,2002-10-03
China,2002-10-02
Pakistan,2002-10-04
Pakistan,2002-10-04
International,2002-10-06
Philippines,2002-10-07
Uganda,2002-10-07
Ivory Coast,2002-10-08
Nepal,2002-10-08
West Bank and Gaza Strip,2002-10-08
Indonesia,2002-10-07
Bulgaria,2002-10-09
Indonesia,2002-10-09
Israel,2002-10-10
Philippines,2002-10-10
Israel,2002-10-11
India,2002-10-11
Nepal,2002-10-12
Spain,2002-10-12
Indonesia,2002-10-12
Indonesia,2002-10-12
Indonesia,2002-10-12
Indonesia,2002-10-12
Algeria,2002-10-12
India,2002-10-13
Nepal,2002-10-13
Israel,2002-10-15
Pakistan,2002-10-16
Pakistan,2002-10-16
Pakistan,2002-10-16
Algeria,2002-10-16
Philippines,2002-10-17
Philippines,2002-10-17
Colombia,2002-10-17
Philippines,2002-10-18
Russia,2002-10-18
Colombia,2002-10-19
Philippines,2002-10-20
Algeria,2002-10-20
Uganda,2002-10-21
Philippines,2002-10-21
Israel,2002-10-22
Colombia,2002-10-22
Nepal,2002-10-23
India,2002-10-23
Pakistan,2002-10-23
Afghanistan,2002-10-23
Indonesia,2002-10-24
United Kingdom,2002-10-25
Philippines,2002-10-26
West Bank and Gaza Strip,2002-10-27
India,2002-10-27
India,2002-10-27
Jordan,2002-10-28
West Bank and Gaza Strip,2002-10-29
Algeria,2002-10-29
South Africa,2002-10-29
Thailand,2002-10-29
South Africa,2002-10-29
South Africa,2002-10-30
South Africa,2002-10-30
South Africa,2002-10-30
Russia,2002-11-01
Russia,2002-11-01
India,2002-11-02
India,2002-11-02
India,2002-11-02
Nigeria,2002-11-02
Burundi,2002-11-03
Russia,2002-11-03
Nepal,2002-11-03
Nepal,2002-11-03
Nepal,2002-11-03
Nepal,2002-11-03
Yemen,2002-11-03
Israel,2002-11-04
Belgium,2002-11-04
Russia,2002-11-04
Russia,2002-11-04
Israel,2002-11-04
Nepal,2002-11-04
Colombia,2002-04-11
West Bank and Gaza Strip,2002-11-05
India,2002-11-06
India,2002-11-08
India,2002-11-08
Nepal,2002-11-09
Nepal,2002-11-09
Philippines,2002-11-09
West Bank and Gaza Strip,2002-11-09
Israel,2002-11-10
Colombia,2002-11-11
India,2002-11-11
India,2002-11-11
Algeria,2002-11-12
Lebanon,2002-11-12
Lebanon,2002-11-12
Lebanon,2002-11-12
Uganda,2002-11-12
India,2002-11-13
India,2002-11-13
Uganda,2002-11-13
Colombia,2002-11-13
Nepal,2002-11-14
Russia,2002-11-14
Afghanistan,2002-11-14
South Africa,2002-11-14
West Bank and Gaza Strip,2002-11-15
Pakistan,2002-11-15
Nigeria,2002-11-15
Philippines,2002-11-16
Nepal,2002-11-17
Israel,2002-11-17
Russia,2002-11-17
India,2002-11-18
West Bank and Gaza Strip,2002-11-18
Venezuela,2002-11-18
Burundi,2002-11-19
Colombia,2002-11-19
Colombia,2002-11-19
India,2002-11-20
Saudi Arabia,2002-11-20
India,2002-11-20
India,2002-11-20
Algeria,2002-11-21
Lebanon,2002-11-21
Indonesia,2002-11-21
India,2002-11-21
Israel,2002-11-21
India,2002-11-21
Afghanistan,2002-11-21
Afghanistan,2002-11-21
Algeria,2002-11-21
Israel,2002-11-22
Colombia,2002-11-22
South Africa,2002-11-23
India,2002-11-23
Colombia,2002-11-23
Colombia,2002-11-23
Algeria,2002-11-23
India,2002-11-24
India,2002-11-25
United Kingdom,2002-11-25
India,2002-11-25
Colombia,2002-11-25
Turkmenistan,2002-11-25
Iraq,2002-11-26
Afghanistan,2002-11-26
United States,2002-11-26
Algeria,2002-11-26
Israel,2002-11-27
Afghanistan,2002-11-27
South Africa,2002-11-28
Israel,2002-11-28
Kenya,2002-11-28
Kenya,2002-11-28
India,2002-11-28
Afghanistan,2002-11-28
Afghanistan,2002-11-28
Algeria,2002-11-28
India,2002-11-30
India,2002-12-01
India,2002-12-02
Venezuela,2002-12-02
India,2002-12-02
Afghanistan,2002-12-03
Spain,2002-12-03
Thailand,2002-12-04
Colombia,2002-12-04
Nepal,2002-12-05
India,2002-12-05
Pakistan,2002-12-05
Indonesia,2002-12-05
Bangladesh,2002-12-07
Nepal,2002-12-07
Bosnia-Herzegovina,2002-12-07
Israel,2002-12-08
Nepal,2002-12-08
Colombia,2002-12-09
India,2002-12-09
Nepal,2002-12-11
Uganda,2002-12-12
India,2002-12-12
Algeria,2002-12-12
Algeria,2002-12-12
Burundi,2002-12-13
Nigeria,2002-12-13
Greece,2002-12-13
Colombia,2002-12-13
Kosovo,2002-12-13
Colombia,2002-12-13
Italy,2002-12-13
Italy,2002-12-14
India,2002-12-16
Colombia,2002-12-16
Italy,2002-12-16
Italy,2002-12-16
Spain,2002-12-17
Afghanistan,2002-12-17
India,2002-12-18
India,2002-12-18
India,2002-12-18
India,2002-12-18
Algeria,2002-12-18
India,2002-12-19
Afghanistan,2002-12-19
India,2002-12-19
India,2002-12-20
Sri Lanka,2002-12-21
Algeria,2002-12-23
Philippines,2002-12-24
Pakistan,2002-12-25
Philippines,2002-12-26
Russia,2002-12-27
Nepal,2002-12-27
Algeria,2002-12-27
West Bank and Gaza Strip,2002-12-28
Yemen,2002-12-30
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Colombia,2003-01-01
Nepal,2003-01-01
Philippines,2003-01-01
Indonesia,2003-01-01
United States,2003-01-01
India,2003-01-02
India,2003-01-02
West Bank and Gaza Strip,2003-01-02
France,2003-01-03
India,2003-01-03
Afghanistan,2003-01-03
India,2003-01-03
India,2003-01-03
Netherlands,2003-01-03
Algeria,2003-01-04
Algeria,2003-01-04
Kosovo,2003-01-04
Philippines,2003-01-04
Kosovo,2003-01-05
India,2003-01-05
India,2003-01-05
Philippines,2003-01-05
Algeria,2003-01-05
Algeria,2003-01-05
Pakistan,2003-01-05
India,2003-01-06
France,2003-01-06
Italy,2003-01-06
Indonesia,2003-01-06
Afghanistan,2003-01-06
Colombia,2003-01-07
Russia,2003-01-07
Algeria,2003-01-07
Mexico,2003-01-07
Colombia,2003-01-07
United Kingdom,2003-01-08
Philippines,2003-01-08
Colombia,2003-01-08
Philippines,2003-01-08
Colombia,2003-01-09
India,2003-01-09
India,2003-01-09
Guatemala,2003-01-09
Algeria,2003-01-09
India,2003-01-10
Philippines,2003-01-10
India,2003-01-10
Czech Republic,2003-01-10
Russia,2003-01-10
Russia,2003-01-10
Russia,2003-01-10
Turkey,2003-01-10
India,2003-01-10
Nepal,2003-01-11
Kenya,2003-01-11
West Bank and Gaza Strip,2003-01-11
Uganda,2003-01-11
Colombia,2003-01-11
Indonesia,2003-01-11
India,2003-01-11
India,2003-01-11
Colombia,2003-01-12
Guatemala,2003-01-12
Russia,2003-01-12
India,2003-01-12
India,2003-01-12
West Bank and Gaza Strip,2003-01-12
West Bank and Gaza Strip,2003-01-12
India,2003-01-13
France,2003-01-13
France,2003-01-13
